1441502	1	53	0	zahranicie, zahranicie - ostatne	2012-02-29 09:32:00.0	2008-04-09 00:00:00.0	36	null	zdravotnictva	nemecky, rusky	domace prace, hackovanie, vysivanie, pozeranie filmov, varenie, kino	pri svieckach s partnerom	mam macku, mam rybky	tak trosku pri sebe	vyborny	hnede	null	null	stredoskolske	null	nefajcim	pijem prilezitostne	strelec	niekoho na chatovanie	v laske vidim zmysel zivota	nedokazem mat s niekym sex bez lasky	mojou chybajucou polovickou	mam vazny vztah	null	deti mam a este by som chcel(a) mat dalsie	akcne, romanticke, serialy, zahadne, mysteriozne, historicke	v kine	null	s partnerom	zhasnut svetla a meditovat, pocuvat dobru hudbu, pri svieckach s partnerom	slovenskej, talianskej, morske zivocichy	null	ja na koncerty nechodim	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	
1039437	1	12	0	banskobystricky kraj, nova bana	2011-09-06 20:52:00.0	2011-09-06 00:00:00.0	24	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	
1498215	1	12	0	kosicky kraj, kosice - okolie	2012-05-24 09:43:00.0	2009-08-28 00:00:00.0	20	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	
1069269	0	38	0	zahranicie, zahranicie - ostatne	2011-08-25 15:44:00.0	2010-05-19 00:00:00.0	0	null	null	anglicky, nemecky	null	null	null	null	null	null	null	null	null	cierna	???	???	null	null	null	to skutocne zalezi len na okolnostiach :p	null	null	null	null	romanticke, serialy, akcne, zahadne, mysteriozne, rodinne, horory	null	null	kedykolvek a kdekolvek	null	null	<div> <a title="vstup do klubu" href="/klub/dievcata-vs-chlapci-kto-wyhraa-d">... dievcata vs. chlapci ... kto wyhraa? :d</a> </div>	null	tenis	null	farmaceutik	null	<div> <a title="vstup do klubu" href="/klub/som-kto-som">som kto som</a> &bull;  <a title="vstup do klubu" href="/klub/som-aka-som-niesom-dokonala-ale-vynimocna-taku-ako-som-ja-uz-nikde-nenajdes">*som aka som* ! ! ! *niesom dokonala,ale vynimocna* ! ! ! *taku ako som ja uz nikde nenajdes* ! ! !</a> &bull;  <a title="vstup do klubu" href="/klub/zivot-ta-bude-stale-testovat-obcas-bude-s-tebou-experimentovat">zivot ta bude stale testovat , obcas bude s tebou experiment&shy;ovat</a> &bull;  <a title="vstup do klubu" href="/klub/psychotyzmus">*psychotyz&shy;mus*</a> </div>	null	null	null	<div> <a title="vstup do klubu" href="/klub/som-do-teba-si-aj-ty-do-mna-budeme-frajeri">som do teba!..si aj ty do mna?..bude&shy;me frajeri!?.&shy;:-*</a> &bull;  <a title="vstup do klubu" href="/klub/slzy-ti-nevratia-co-osud-vzal-vratia-len-bolest-smutok-a-zial">* slzy ti nevratia co osud vzal, vratia len bolest, smutok a zial :´( *</a> &bull;  <a title="vstup do klubu" href="/klub/srdcu-nerozkazes-srdce-si-vybera-samo">srdcu nerozkazes,srdce si vybera samo :)</a> &bull;  <a title="vstup do klubu" href="/klub/nikdy-neopust-toho-koho-mas-rad-pre-toho-kto-sa-ti-paci-lebo-ten-kto-sa-ti-paci-ta-opusti-pre-toho-koho-ma-rad">*nikdy neopust toho koho mas rad pre toho kto sa ti paci lebo ten kto sa ti paci ta opusti pre toho koho ma rad :-*</a> &bull;  <a title="vstup do klubu" href="/klub/to-co-urobis-je-viac-ako-to-co-len-povies">to co urobis je viac ako to co len povies...</a> &bull;  <a title="vstup do klubu" href="/klub/nikdy-neurob-chybu-ktoru-by-si-2-krat-lutoval">nikdy neurob chybu ktoru by si 2 krat lutoval =(( .!!!!!!!!!&shy;!!!!!!</a> </div>	<div> <a title="vstup do klubu" href="/klub/o-r-i-g-i-n-a-l-2">o.r.i.g.i.&shy;n.a.l..</a> </div>	null	null	null	<div> <a title="vstup do klubu" href="/klub/preco-do-nas-ucitelia-ziapu-vsak-mi-ich-zivime-dd">preco do nas ucitelia ziapu vsak mi ich zivime =dd</a> &bull;  <a title="vstup do klubu" href="/klub/na-pisomke-pst-co-mas-napisane-meno-a-triedu-ty">na pisomke:&quot;p&shy;st,co mas napisane&quot;?&shy;...&quot;meno a triedu,ty?&quot;</a> </div>	null	null	null	null	null	<div> <a title="vstup do klubu" href="/klub/milujemeee-piatky">♥milujemee&shy;e (: piatky :)♥</a> &bull;  <a title="vstup do klubu" href="/klub/gratulujem-svojim-rodicom-ze-maju-take-sikovne-dieta-ako-som-ja-d-d">gratulujem svojim rodicom ze maju take sikovne dieta ako som ja :d:d</a> &bull;  <a title="vstup do klubu" href="/klub/milujem-swojich-best-frieds-ddd">milujem swojich best frieds !! :ddd</a> &bull;  <a title="vstup do klubu" href="/klub/neznasaam-ludii-ktori-sa-pletu-doo-moojhoo-zivota-nech-sa-starajuu-o-teen-svooj-dakujeem">neznasaam  ludii ktori sa pletu doo moojhoo zivota...n&shy;ech sa starajuu o teen svooj dakujeem:(&shy;(</a> </div>	
84789	1	12	1	banskobystricky kraj, tornala	2011-05-27 14:24:00.0	2011-04-13 00:00:00.0	19	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	
1070339	1	12	1	presovsky kraj, presov	2012-03-29 22:29:00.0	2012-01-17 00:00:00.0	17	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	
1400457	0	12	1	zilinsky kraj, dolny kubin	2011-09-25 11:59:00.0	2009-08-21 00:00:00.0	0	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	
786974	0	47	1	bratislavsky kraj, bratislava - devinska nova ves	2012-05-19 19:02:00.0	2004-06-08 00:00:00.0	23	null	vypoctovej techniky	anglicky, nemecky	sportovanie, praca s pc, kupalisko, kino, party, priatelia, spanie, sex	v dobrej restauracii, v posteli	null	null	vyborny	modre	null	null	zakladne	null	xi xi...	uz ani nie iba obcas:)	null	niekoho na chatovanie	nie je nic lepsie, ako byt zamilovany(a)	dokazem mat sex s kymkolvek, kto dobre vyzera	null	null	null	null	akcne, horory, komedie	v kine, doma z gauca, u priatela, priatelky, hlavne u mna doma:)	house, techno, soundtracky, americky punk	na posteli, vo vani	ist do posilnovne, s kamaratmi do baru, pocuvat dobru hudbu, pozerat dobry film v tv, surfovat na sieti a chatovat	null	null	null	futbal, kolieskove korcule, lyzovanie, snowboarding	auto-moto sporty, snowboarding	student	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	
303329	0	40	1	zahranicie, zahranicie - ostatne	2012-05-21 22:45:00.0	2009-10-08 00:00:00.0	0	null	null	null	sitie :d	null	mam doma barana a tavu	ruky, nohy, trup, krk a gebula	bystrozraky	null	null	null	null	null	v zivote som nemal v hube take svinstvo :d	nepijem uz dva roky	null	vcerajsi den	null	null	null	vdovec	4	null	jj	null	folklor a ludovky	null	null	hlavne nech sa to da jest	<div> <a title="vstup do klubu" href="/klub/zubrohlava-2">zubrohlava&shy;!!!</a> </div>	null	null	null	zdravotna sestra	poeziu , o vareni, odbornu literaturu:d	null	null	null	null	null	null	null	null	null	null	null	null	null	<div> <a title="vstup do klubu" href="/klub/hostinec-u-tomasa_cierna-hora-zubrohlava">:* hostinec u tomasa_cie&shy;rna hora zubrohlava !*</a> </div>	null	null	
192086	1	16	0	banskobystricky kraj, zvolen	2012-01-05 19:00:00.0	2008-01-26 00:00:00.0	18	null	null	null	null	null	null	null	null	null	null	null	null	fialova	null	null	lev	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	
421224	1	74	1	nitriansky kraj, hurbanovo	2012-03-17 17:52:00.0	2010-07-19 00:00:00.0	21	187 cm, 95 kg, normal	sluzieb a obchodu	magyar hisz magyar vagyok szlovak mert azt meg kell	sex, pc hry, stanovanie, priatelia	v kuchyni pri stole	mam psa	pici pocival	vyborny	hnede	cierne	kratke	zakladne	cierna	fajcim pravidelne	pijem prilezitostne	panna	valakit aki helyrerak	aki szeret az bolond, aki nem az meg hulye	dokazem mat sex s kymkolvek, kto dobre vyzera	hlavne dobry milenec	mam vazny vztah	1	nad tym som nerozmyslal(a)	eroticke, komedie, sci-fi	u priatela, priatelky, doma z gauca	disko, rock, rap,, house, techno, hip-hop, pop	kedykolvek a kdekolvek	s kamaratmi do baru, pri svieckach s partnerom	talianskej, indickej, mexickej	null	ja na koncerty nechodim	futbal, basketbal	auto-moto sporty, futbal	zivnostnik	necitam knihy	<div> <a title="vstup do klubu" href="/klub/i-love-komarno">i love komarno</a> </div>	null	<div> <a title="vstup do klubu" href="/klub/vfts-4-e-w-e-r">vfts 4 e-w-e-r</a> </div>	null	null	null	null	null	null	null	null	null	null	null	null	null	
1577309	1	12	0	kosicky kraj, kosice - okolie	2012-03-23 19:20:00.0	2012-03-23 00:00:00.0	18	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	
913881	1	34	1	zilinsky kraj, ruzomberok	2012-04-12 00:01:00.0	2006-10-11 00:00:00.0	24	null	null	null	spanok a snowboarding	ked som hladny :)	mam psa, taky drobec, do kabelky akurat a nedam na neho dopustit	null	vyborny	null	null	null	materska skolka	null	fajcim pravidelne, co narobis: ked musis, tak musis	nechcem uz pit	null	null	null	null	null	null	null	null	null	null	punk, zvuky z pralesa napr.: sepultura a skreky voodoo	na posteli, pri chodzi, kedykolvek a kdekolvek, pri koseni lekvaru	s priatelkou	hey mam :)	null	vsetky, kde sa da uletiet z reality s mojimi \&quot;zainteresovanymi \&quot;	snb	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	
896945	1	12	1	zilinsky kraj, zilina	2012-04-30 10:30:00.0	2008-09-12 00:00:00.0	0	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	
1548637	1	12	1	kosicky kraj, kosice - juh	2012-05-05 12:48:00.0	2011-12-03 00:00:00.0	28	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	
1077010	1	12	0	nitriansky kraj, levice	2012-05-15 08:10:00.0	2011-11-04 00:00:00.0	21	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	
1352006	1	66	1	trnavsky kraj, dunajska streda	2011-11-24 09:05:00.0	2011-11-15 00:00:00.0	12	178 cm, 98 kg	vedy a vyskumu	nemecky, anglicky	jedlo, spanie, nakupovanie, varenie, priatelia, chovatelstvo, sportovanie, party	z partnerovho bruska	pes	priemerna	este mam jedno oko!!	hnede	cierne	kratke	stredoskolske	oranzova, ruzova, hneda, modra	fajcim pravidelne	pijem pravidelne	ryby	udrzujem vztahy s priatelmi	nie je nic lepsie, ako byt zamilovany(a)	nedokazem mat s niekym sex bez lasky	laskou mojho zivota	mam vazny vztah	v buducnosti chcem mat	null	komedie, serialy, zahadne, mysteriozne, rodinne	v kine, u priatela, priatelky	punk, house, techno, rock	kedykolvek a kdekolvek	pri svieckach s partnerom	null	null	null	futbal	hokej, futbal	zdravotna sestra	rozpravky	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	
198360	0	76	1	presovsky kraj, kezmarok	2012-05-25 19:44:00.0	2007-02-28 00:00:00.0	21	173 cm, 67 kg, ta taka aka na foto :))n	kuchar alebo casnik	nemecky	domace prace, hackovanie, vysivanie, pc hry, diskoteky, kupalisko, varenie, jedlo, party, priatelia, spanie, sex	pri telke	pes, macka	null	nosim brilky do dialky :))n	modre	hnede	dlhe asik tak po laket? heh	ucnouske a  stredoskolske	cervena, modra, cierna	nefajcim	pijem prilezitostne ale snazim sa nepit uz vobec :))n	lev 10.8	niekoho na chatovanie	v laske vidim zmysel zivota	to skutocne zalezi len na okolnostiach	mojou chybajucou polovickou	slobodny(a), zatial he	null	v buducnosti chcem mat deti	akcne, horory, komedie, eroticke, hlavne erotickeee heh	najradsej doma na gauci	disko, hitparadovky, house, techno, pop, rap, sladaky, folklor a ludovky, najme tie co sa daju pocuvat	na dobru noc, na diskoteke, kedykolvek a kdekolvek	s kamaratmi do baru, vypadnut von s kamosmy	slovenskej, francuzskej, talianskej, a najme tej nasej ne	<div> <a title="vstup do klubu" href="/klub/na-pociatku-boh-stvoril-nebo-a-zem-ostatne-je-made-in-china-dd">na pociatku boh stvoril  nebo a zem. ostatne je made in china...=d&shy;d</a> &bull;  <a title="vstup do klubu" href="/klub/milujem-auto-otvorene-okno-a-hudbu-na-plno">milujem...&shy;. auto....ot&shy;vorene okno a hudbu na plno !!</a> </div>	nechodiiim	lyzovanie, plavanie	bojove sporty, futbal, hokej, plavanie, posilnovanie	null	tak to nepoznam co???	null	null	null	null	<div> <a title="vstup do klubu" href="/klub/vix-kezmarok">vix kezmarok</a> </div>	null	<div> <a title="vstup do klubu" href="/klub/wv-golf-iv">wv golf iv</a> &bull;  <a title="vstup do klubu" href="/klub/najlepsie-recepty-1">najlepsie recepty</a> </div>	null	null	null	<div> <a title="vstup do klubu" href="/klub/hc-lev-poprad-fan-page">hc lev poprad(fan page)</a> </div>	<div> <a title="vstup do klubu" href="/klub/vsetci-6-z-lendaku">klub lendacanou</a> </div>	null	null	null	<div> <a title="vstup do klubu" href="/klub/lendacanky-su-najkrajsie">lendacanky su najkrajsie&shy;!.....</a> &bull;  <a title="vstup do klubu" href="/klub/nemass-na-mna-d-d-d-_________-_________">nemass na mna:d:d:d **********&shy;******** **********&shy;**********&shy;******** **********&shy;**********&shy;******* **********&shy;**********&shy;********* _________!&shy;!!!!!!!!__&shy;_______ ** *** ****</a> </div>	
142544	1	62	0	bratislavsky kraj, bratislava - raca	2012-05-22 16:23:00.0	2011-06-23 00:00:00.0	0	167 cm, priemer ;)	null	anglicky, nemecky	party!!! :d :d :d som velmi aktivny clovek ;d fotografovanie..sport :)	v posteli, pri telke	rybky,cincily - album :)	vysportovana	vyborny	modrozelene	hneda	vlnite	null	null	fajcim prilezitostne...ale to malokedy :)	pijem prilezitostne	rak ;)	null	nie je nic lepsie, ako byt zamilovany(a)	nedokazem mat s niekym sex bez lasky	moj najlepsi priatel	nedotykat sa, som zadana	null	ked su male a nehovoria, su uplne najzlatsie :)) :d	vsetky ;)	u priatela, priatelky	rap, pop, hip-hop, rock..z kazdeho trosku :)	vsade :))	pohodicka :)) najlepsie s kamaratmi :)	slovenskej	null	zriedkavo	..snowboarding, volejbal, beh, plavanie..	snowboarding	null	sci-fi	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	<div> <a title="vstup do klubu" href="/klub/ked-sa-ti-zacina-meno-na-a-b-c-d-e-f-g-h-i-j-k-l-m-n-o-p-q-r-s-t-u-v-w-x-y-z-tak-sa-pridaj">ked sa ti zacina meno na : a...b...c.&shy;..d...e...&shy;f...g...h.&shy;..i...j...&shy;k...l...m.&shy;..n...o...&shy;p...q...r.&shy;..s...t...&shy;u...v...w.&shy;..x...y...&shy;z...tak sa pridaj!!!!&shy;!</a> </div>	
138905	1	34	1	zilinsky kraj, cadca	2012-05-25 19:29:00.0	2008-04-14 00:00:00.0	19	null	null	japonsky	prace okolo domu	null	nemam rad	null	null	null	null	null	null	null	null	zatial sa drzim.	null	null	boa uz sa radsej nikdy viac nezamilujem...ale prisam bohu	null	null	null	null	null	null	null	alternativa bo nevm co to je	v aute	s kamaratmi do baru, citat dobru knihu	null	<div> <a title="vstup do klubu" href="/klub/piatkowe-akcie-p">piatkowe akcie ! :p</a> &bull;  <a title="vstup do klubu" href="/klub/disco-kolonial">*disco kolonial*</a> </div>	null	hadzana ta slovenska	null	null	o vareni	null	null	null	null	<div> <a title="vstup do klubu" href="/klub/pozvi-tu-vsetkych-svojich-priatelov-ktorych-mas-skutocne-rad">pozvi tu vsetkych svojich priatelov,ktorych mas skutocne rad! ;)</a> &bull;  <a title="vstup do klubu" href="/klub/to-co-urobis-je-viac-ako-to-co-len-povies">to co urobis je viac ako to co len povies...</a> &bull;  <a title="vstup do klubu" href="/klub/laska-je-uzasna-vec-ale-co-ked-sa-zalubime-do-nespravnej-osoby">laska je uzasna vec ale co ked sa zalubime do nespravnej osoby??=*</a> </div>	null	null	null	null	null	null	null	null	null	null	<div> <a title="vstup do klubu" href="/klub/cierne">cierne</a> &bull;  <a title="vstup do klubu" href="/klub/cierne-black-city">cierne &amp; black city</a> &bull;  <a title="vstup do klubu" href="/klub/cierne-tu-to-zije-njesme-ziadny-zapadaakov">cierne tu to zije !!! njesme ziadny zapadaakov !!</a> &bull;  <a title="vstup do klubu" href="/klub/kofola-nie-je-original-my-sme-original-p">kofola nie je original .. my sme original !! :p</a> </div>	
451176	0	57	0	banskobystricky kraj, banska stiavnica	2012-05-24 18:58:00.0	2010-08-27 00:00:00.0	8	125 cm, normalna	uz skola	slovencina,cestina	pc hry, chovatelstvo, tancovanie, kupalisko, jedlo, spanie, nakupovanie, stanovanie, fotografovanie, praca s pc, surfovanie po webe, pocuvanie hudby, zberatelstvo, malovanie, priatelia	doma	skrecok, andulka	priemerna	vyborny	modrosive	spinavy blond	dlhe	null	fialova, modra, biela, ruzova, cervena	ani za nic	ani za nic	null	dobreho priatela, priatelku	null	null	null	slobodna	sestra	null	rozpravky a filmy o konoch	doma z gauca	michael jackson, kristina, jennifer lopez...	kedykolvek a kdekolvek	null	slovenskej	null	nechodim	behanie,plavanie,tancovanie a blaznenie po byte a v posteli	plavanie, pingpong	null	o zvieratach, rozpravky	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	
1622949	1	40	0	trenciansky kraj, dubnica nad vahom	2012-05-14 22:17:00.0	2011-01-21 00:00:00.0	36	168 cm, 55 kg, normalna	sluzieb a obchodu	null	null	null	null	ziadna sex-bomba zo mna nieje :-)	nosim okuliare	sive	blond	dlhe	stredoskolske	null	fajcim prilezitostne (to urcite :-))	pijem prilezitostne	kozorozec	udrzujem vztahy s priatelmi	null	to skutocne zalezi len na okolnostiach, ale skor nie	null	vydata	mam 2 deti	to su moje lasenky	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	
214380	0	62	0	banskobystricky kraj, brezno	2012-05-24 19:18:00.0	2011-03-13 00:00:00.0	28	157 cm	null	svoj	nakupovanie, citanie, turistika, cestovanie	pri telke, v kuchyni pri stole	null	priemerna	vyborny	modre	cervene	kratke	stredoskolske	fialova, ruzova, cierna	nefajcim	pijem prilezitostne	rak	nic	v laske vidim zmysel zivota	null	moj moj moj!!!!!	zenaty (vydata)	syn jurko	mam rada deti a svojho syna nadovsetko...	romanticke, dramy, historicke	doma z gauca	disko, folklor a ludovky, oldies	hlavne ze to hra..ticho nemam rada	pozerat dobry film v tv, citat dobru knihu, zhasnut svetla a meditovat	slovenskej	null	zriedkavo	null	nesledujem	null	historicke romany	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	
1473252	1	17	0	trnavsky kraj, dunajska streda	2011-12-16 01:04:00.0	2011-07-10 00:00:00.0	0	null	null	null	null	null	null	null	null	modre	blond	null	null	null	null	null	null	null	null	null	null	null	mam	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	
1267919	0	12	0	nitriansky kraj, nitra	2012-05-26 10:33:36.0	2010-12-28 00:00:00.0	31	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	
1547788	0	24	0	nitriansky kraj, nitra	2012-05-26 14:23:00.0	2006-02-22 00:00:00.0	50	null	ekonomiky a financii	null	null	null	null	null	null	null	null	null	null	cervena, oranzova, fialova	nefajcim	pijem prilezitostne	kozorozec	nic, je to tu len klam	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	uctovnik	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	
109102	0	45	1	presovsky kraj, levoca	2012-05-23 07:46:00.0	2005-09-14 00:00:00.0	26	173 cm, 75 kg	null	null	priatelia, varenie, diskoteky, pocuvanie hudby, surfovanie po webe, praca s pc, turistika, spanie, pozeranie filmov	pri telke, v kuchyni pri stole	nemam ziadne	vysportovana	vyborny	hnede	hnede	kratke	null	null	null	null	null	niekoho na chatovanie, dobreho priatela, priatelku	null	null	null	slobodny(a)	null	null	akcne, komedie, vojnove, dokumentarne	doma z gauca	trance, soundtracky, oldies, disko	kedykolvek a kdekolvek	surfovat na sieti a chatovat, pozerat dobry film v tv, s kamaratmi do baru, pocuvat dobru hudbu	slovenskej, talianskej	null	ja na koncerty nechodim	null	auto-moto sporty, bojove sporty, hokej, lyzovanie	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	
1451366	1	50	0	kosicky kraj, kosice - okolie	2012-05-15 18:33:00.0	2012-02-13 00:00:00.0	12	50 kg, priemernu	null	nemecky	fotografovanie, sportovanie, pc hry	v kuchyni pri stole, pri telke	zajac	tak trosku pri sebe	vyborny	modre	hnede	po plecia	chodim na zakladnu	biela	null	null	ryby	null	null	null	null	null	null	null	null	doma z gauca	no rytmus ne si zabil, hip-hop	v aute, na posteli	pozerat dobry film v tv, pc hry	slovenskej	null	ja na koncerty nechodim	basketbal, futbal	basketbal	null	necitam knihy	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	
1052286	1	40	0	banskobystricky kraj, detva	2011-09-04 12:50:00.0	2009-02-18 00:00:00.0	24	178 cm	som nezamestnany ,na matersej	null	null	null	mam korytnacku, mam rybky, mam hlodavce	null	vyborny	modre	hnede	null	ucnovske	null	null	null	null	null	null	null	null	mam vazny vztah	dve	deti mam a este by som chcel(a) mat dalsie	komedie, serialy, rodinne, romanticke	null	disko	v aute	null	slovenskej	null	ja na koncerty nechodim	kocikovanie	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	
816468	1	69	0	banskobystricky kraj, banska bystrica	2012-05-25 15:02:00.0	2007-05-31 00:00:00.0	0	170 cm, 58 kg	null	anglicky, nemecky	diskoteky	v kuchyni pri stole	pes	chuda	vyborny	hnede	hnede	dlhe	vysokoskolske	fialova, cierna	nefajcim	pijem prilezitostne	kozorozec	niekoho na chatovanie	nie je nic lepsie, ako byt zamilovany(a)	sex mozem mat iba s niekym, koho dobre poznam	mojou chybajucou polovickou	slobodny(a)	nemam	su mile	horory, romanticke	doma z gauca	disko	kedykolvek a kdekolvek	pri svieckach s partnerom	slovenskej	null	ja na koncerty nechodim	aerobik	hokej, futbal	pedagogicky pracovnik	necitam knihy	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	
146817	0	86	0	banskobystricky kraj, krupina	2012-05-25 22:52:00.0	2008-06-25 00:00:00.0	0	146 cm	studujem	nemecky, rusky	sportovanie, fotografovanie, praca s pc, pc hry, citanie, pocuvanie hudby, pozeranie filmov, tancovanie, diskoteky, kupalisko, party, priatelia, spanie, stanovanie, nakupovanie, surfovanie po webe, kino, divadlo	pri telke, v dobrej restauracii, v posteli, pri svieckach s partnerom, v prirode	mam psa, mam macku, mam psa	priemerna, vysportovana	mnoo zlee	hnede	odfarbene	dlhe, rovne	zakladne	ruzova, biela, cierna	nefajcim	abstinent	kozorozec	dlhodoby seriozny vztah, vaznu znamost, dobreho priatela, priatelku, niekoho na chatovanie	v laske vidim zmysel zivota	to skutocne zalezi len na okolnostiach, nedokazem mat s niekym sex bez lasky	mojou chybajucou polovickou, laskou mojho zivota	slobodny(a)	2	v buducnosti chcem mat deti	serialy, fantasy, akcne, komedie, horory, sci-fi	v kine, u priatela, priatelky, doma z gauca	hip-hop, house, techno	vo vani, na dobru noc, s partnerom, pri chodzi, kedykolvek a kdekolvek, na posteli	ist do kina alebo divadla, ist na koncert, s kamaratmi do baru, pocuvat dobru hudbu, pozerat dobry film v tv, surfovat na sieti a chatovat, pri svieckach s partnerom	slovenskej	null	ja na koncerty nechodim	baseball, bedminton, kolieskove korcule, posilnovanie, skateboarding volejbal, plavanie, korculovanie, hadzana, futbal, biliard, snooker, tenis	futbal, lyzovanie, hokej, skateboarding, tenis, volejbal, snowboarding, hadzana, basketbal	zakladna skola	o zabave, hry, humor	<div> <a title="vstup do klubu" href="/klub/bez-lasky-sa-neda-zit">bez lasky sa neda zit !</a> &bull;  <a title="vstup do klubu" href="/klub/s-r-o-swistov-a-swistuliek">s.r.o-swis&shy;tov a swistuliek</a> &bull;  <a title="vstup do klubu" href="/klub/niektori-ludia-su-ako-oblaky-zmiznu-a-hned-je-krajsi-den">niektori ludia su ako oblaky ... zmiznu a hned je krajsi den</a> </div>	<div> <a title="vstup do klubu" href="/klub/techno-house-elektro-tecktonik-h">techno:hou&shy;se:elektro&shy;:tecktonik&shy;: (h)</a> &bull;  <a title="vstup do klubu" href="/klub/i-music-4">i ♥ music ♥</a> &bull;  <a title="vstup do klubu" href="/klub/klub-energy-2000">klub energy 2000</a> &bull;  <a title="vstup do klubu" href="/klub/hudba-hudba-a-stale-hudba">hudba,hudba a stale hudba</a> </div>	<div> <a title="vstup do klubu" href="/klub/lamborghini-gallardo">lamborghin&shy;i gallardo</a> &bull;  <a title="vstup do klubu" href="/klub/autobazar-eu">autobazar.&shy;eu</a> &bull;  <a title="vstup do klubu" href="/klub/autoobuv-sk">autoobuv.s&shy;k</a> </div>	null	<div> <a title="vstup do klubu" href="/klub/pacis-sa-mi-no-a-co-ci-d-d-d-d">pacis sa mi no a co?...ci?:&shy;d:d:d:d♥</a> </div>	null	<div> <a title="vstup do klubu" href="/klub/cely-pokec-napchame-do-tohto-klubu">cely pokec napchame do tohto klubu!</a> &bull;  <a title="vstup do klubu" href="/klub/fan-club-justin-bieber">♥ fan club justin bieber ♥</a> </div>	<div> <a title="vstup do klubu" href="/klub/vsetkyy-baby-sem-budeme-mat-vjac-clenov-ako-chalani">vsetkyy baby sem !!!(budeme mat vjac clenov ako chalani?)</a> </div>	null	<div> <a title="vstup do klubu" href="/klub/peace-peace-peace-peace-peace-peace-peace-peace-peace-peace">☮peace☮-☮p&shy;eace☮-peac&shy;e☮-☮peace☮&shy;-☮peace☮-p&shy;eace☮-☮pea&shy;ce☮-☮peace&shy;☮-peace☮-☮&shy;peace</a> </div>	null	<div> <a title="vstup do klubu" href="/klub/twilight_edward_bella_jacob">twilight_e&shy;dward_bell&shy;a_jacob</a> </div>	null	null	null	<div> <a title="vstup do klubu" href="/klub/eteeeee-cem-prazniny">eteeeee cem prazniny</a> </div>	
