paperId:ID(Paper),title
9208047,"Renormalization and finiteness of topological BF theories"
9702197,"Perturbative BPS-algebras in superstring theory"
9308037,"Virasoro Singular Vectors via Quantum DS Reduction"
9903027,"Consistent Off-Shell Tree String Amplitudes"
0005146,"On the Moduli Space of the Localized 1-5 System"
9608146,"Statistical Topology of Real Polynomials I: Two Variables"
0107149,"Duality in Gravity and Higher Spin Gauge Fields"
0212281,"Deformed Intersecting D6-Brane GUTS and N=1 SUSY"
9402018,"On braided tensor categories"
9904153,"Brane Descent Relations in K-theory"
9607204,"Substructure of String"
9602100,"The search for ``polarized instantons in the vacuum"
0301021,"Truncations of the D9-brane action and type-I strings"
9710124,"Neveu-Schwarz Five-Branes And Matrix String Theory On K3"
0102133,"D-Branes and Vanishing Cycles in Higher Dimensions"
0009158,"Gauge and BRST Generators for Space-Time Non-commutative U(1) Theory"
9304020,"The Relation between Linear and Non-Linear $N=3,4$ Supergravity Theories"
0208033,"Rotational Perturbations of High Density Matter in the Brane Cosmology"
9901032,"BPS Domain Walls in Large N Supersymmetric QCD"
9606113,"Counting States of Black Strings with Traveling Waves II"
9504044,"Quantum Stability of the Phase Transition in Rigid QED"
0108185,"Dimensional regularization of a compact dimension"
9601025,"On the Duality of Quasi-Exactly Solvable Problems"
0012125,"Gravitational domain walls and p-brane distributions"
9908100,"Symmetric Vacua in Heterotic M-Theory"
0103061,"Thermal Fluctuations of Induced Fermion Number"
0007142,"Non Trivial Extension of the (1+2)-Poincare Algebra and Conformal Invariance on the Boundary of $AdS_3$"
9802081,"Ward-Takahashi Identity and Dynamical Mass Generation in Abelian Gauge Theories"
9911213,"Matrix difference equations for the supersymmetric Lie algebra sl(2,1) and the `off-shell Bethe ansatz"
9712080,"Soft Dynamics and Gauge Theories"
9602174,"Nonperturbative Renormalization Group Equation and Beta Function in N=2 SUSY Yang-Mills"
0012047,"Random values of the physical parameters"
9305101,"A note on the four-dimensional Kirby calculus"
9211029,"Operator Formulation of q-Deformed Dual String Model"
0109027,"On the dilaton and the axion potentials"
9810151,"The Graviton in the AdS-CFT correspondence: Solution via the Dirichlet Boundary value problem"
0103089,"On the BV formulation of boundary superstring field theory"
9804191,"Shape Invariant Natanzon Potentials from Potential Algebra"
9910125,"New S-dualities in N=2 supersymmetric SU(2) x SU(2) gauge theory"
9705203,"Possible quantum obstructions to the process of Abelian conversion"
0112131,"Note on Gauge Theories on M/G and the AdS/CFT Correspondence"
9906122,"Noncommutative Geometry, Strings and Duality"
9503005,"Turbulent Two Dimensional Magnetohydrodynamics and Conformal Field Theory"
9906013,"Super 0-brane and GS Superstring Actions on AdS_2 imes S^2"
9807141,"Observational Tests of Instanton Cosmology"
9712251,"Black Hole Entropy from Near-Horizon Microstates"
9603031,"Covariant path integral for chiral p-forms"
9403125,"Fermions Coupled to a Conformal Boundary: A Generalization of the Monopole-Fermion System"
9209081,"Non-Perturbative Effects in 2-D String Theory or Beyond the Liouville Wall"
9910196,"Brane Configuration from Monopole Solution in Non-Commutative Super Yang-Mills Theory"
9405197,"The Sine-Gordon Model as $O(n)_{1} imes O(n)_{1} ver O(n)_{2}$ Perturbed Coset Theory and Generalizations"
9707132,"Probing Type I String Theory Using D0 and D4-Branes"
9303044,"Systematic Differential Renormalization to All Orders"
0106280,"A Novel Approach to Noncommutativity in Planar Quantum Mechanics"
9806157,"Inflation and flat directions in modular invariant superstring effective theories"
9301090,"Quasi-classical limit of BKP hierarchy and W-infinity symmeties"
9907116,"Black Hole Emission Rates and the AdS/CFT Correspondence"
0002167,"Vector supersymmetry in topological field theories"
9311006,"Super--Lax Operator Embedded in Self--Dual Supersymmetric Yang--Mills Theory"
0209183,"Universality of spontaneous chiral symmetry breaking in gauge theories"
9712122,"Regular Cosmological Examples of Tree-Level Dilaton-Driven Models"
0209105,"M Theory: Uncertainty and Unification"
0007221,"Topology in the Bulk: Gauge Field Solitons in Extra Dimensions"
9708068,"BPS States and Minimal Surfaces"
9705217,"Vortices in a nonminimal Maxwell-Chern-Simons O(3) Sigma Model"
0004150,"A note on the infinite-dimensional symmetries of classical hamiltonian systems"
0205065,"The programs of the Extended Relativity in C-spaces: towards the physical foundations of String Theory"
9410088,"Towards a Strong Coupling Liouville Gravity"
0212338,"From Boundaries To Conditions Over Superspace"
9405065,"Supergravity and the quest for a unified theory"
0002003,"A Generalization of the Submodel of Nonlinear CP^1 Models"
9204068,"Corner Transfer Matrices and Quantum Affine Algebras"
0110120,"Large Momentum bounds from Flow Equations"
0205047,"Field Theories on Canonical and Lie-Algebra Noncommutative Spacetimes"
9612076,"Calabi-Yau Black Holes"
9601098,"D-brane form factors at high energy"
0204259,"Vanishing magnetic mass in QED$_{3}$ with a Chern-Simons term"
9912270,"Yang-Lee Zeros of the Ising model on Random Graphs of Non Planar Topology"
9507163,"Non-Linear Supersymmetric $igma $-Models and their Gauging in the Atiyah-Ward Space-Time"
9903146,"An Uncertainty Relation of Space-Time"
9805212,"The NBI matrix model of IIB Superstrings"
9704094,"Large N and the renormalization group"
0105224,"Test of gauged N=8 SUGRA / N=1 SYM duality at sub-leading order"
9711087,"On the Picture Dependence of Ramond-Ramond Cohomology"
0105177,"Integrable structure of W_3 Conformal Field Theory, Quantum Boussinesq Theory and Boundary Affine Toda Theory"
9912110,"Supersymmetry and Chiral Symmetry"
9405073,"A q-deformed Version of the Heavenly Equations"
9311080,"A Cosmological Interpretation of Duality"
9405101,"Supersymetrie et mathematiques"
9711025,"Gauging the Central Charge"
9605116,"The Baryon Wilson Loop Area Law in QCD"
0109001,"Harrison Cohomology and Abelian Deformation Quantization on Algebraic Varieties"
0203097,"A Brief Course in Spontaneous Symmetry Breaking II Modern Times: The BEH Mechanism"
0109183,"Goldstone multiplet for partially broken superconformal symmetry"
0201103,"Noncommutative Einstein-AdS Gravity in three Dimensions"
9901072,"Moyal Nahm Equations"
9703152,"Cohomology and Renormalization of BFYM Theory in three Dimensions"
9506134,"Analytical Properties of Solutions of the Schrodinger Equation and Quantization of Charge"
9210109,"Lattice Integrable Systems of Haldane-Shastry Type"
0202137,"An Invariant Action for Noncommutative Gravity in Four-Dimensions"
0303031,"The fate of four dimensions"
9506055,"On an inconsistency in path integral bosonization"
9605089,"Cosmological Analogues of the Bartnik--McKinnon Solutions"
9702015,"Universal Low-Energy Dynamics for Rotating Black Holes"
9505178,"Integrable Chern-Simons Gauge Field Theory in 2+1 Dimensions"
9310163,"Induced Polyakov supergravity on Riemann surfaces of higher genus"
0209129,"Classical Velocity in kappa-deformed Poincare Algebra and a Maximum Acceleration"
9802146,"Composite Operator Effective Potential Approach to QED$_3$"
9502020,"Is There Physics in Landau Poles ?"
9310093,"Manifestations of Space-Time Multidimensionality in Scattering of Scalar Particles"
9410234,"Dynamic Monte Carlo Measurement of Critical Exponents"
9811236,"Pressure of the Non-equilibrium O(N) Phi^{4} Theory in the Large N Limit"
9309102,"On the Classicality of Brodas SU(2) Invariant of 4-manifolds"
0303033,"Solving matrix models using holomorphy"
0010252,"Positive vacuum energy and the N-bound"
9807226,"Geometric Holography, the Renormalization Group and the c-Theorem"
0301027,"Kaluza-Klein Monopole in AdS Spacetime"
9807110,"Two-dimensional Liouville Gravity Theory with Non-Trivial Classical Background"
9604119,"D-brane Wess--Zumino actions, T-duality and the cosmological constant"
9507020,"A Brief Introduction to Poisson Sigma-Models"
9304126,"On the Aharonov-Anandan Experiment"
9506020,"Some Cosmological Consequences of Non Trivial PPN Parameters $eta$ and $amma$"
0004001,"Lorentz-Covariant Quantization of Massless Non-Abelian Gauge Fields in The Hamiltonian Path-Integral Formalism"
0007203,"Black holes in the brane world:Time symmetric initial data"
0110195,"Fast-Roll Inflation"
9605193,"Toda lattice field theories, discrete W algebras, Toda lattice hierarchies and quantum groups"
0210156,"Conformal fixed point, Cosmological Constant and Quintessence"
0107255,"Some Consequences of the Generalised Uncertainty Principle: Statistical Mechanical, Cosmological, and Varying Speed of Light"
0209109,"Irreducible Freedman-Townsend vertex and Hamiltonian BRST cohomology"
9803048,"Matrix Theory on ALE Spaces and Wrapped Membranes"
0211125,"Gauge Theories on Open Lie Algebra Non-Commutative Spaces"
9809076,"Super D-string Action on $AdS_5 imes S^5$"
9312005,"Einstein-Yang-Mills sphalerons and fermion number non-conservation"
9811181,"Nonrenormalizability and Nontriviality"
9401053,"Nonrenormalization Theorem for Gauge Coupling in 2+1D"
9705081,"Gauge theory of a massive relativistic spinning point particle"
9703060,"Theories with Two Times"
9811109,"Quantum fluctuations of the Chern-Simons theory and dynamical dimensional reduction"
0111165,"Fluxes and Branes in Type II Vacua and M-theory Geometry with G(2) and Spin(7) Holonomy"
0203265,"Tachyon Matter"
9601135,"QKZ equation with |q|=1 and correlation functions of the XXZ model in the gapless regime"
9308108,"A search for exact superstring vacua"
9503165,"Free Field Realization of $WBC_{n}$ and $WG_{2}$ algebras"
0304083,"Three-loop $eta$-function for N=1 supersymmetric electrodynamics, regularized by higher derivatives"
9903045,"On `Graceful Exit from inflationary phase in two-dimensional Liouville String Cosmology"
0109008,"Quantum Inozemtsev model, quasi-exact solvability and N-fold supersymmetry"
9706048,"One-Loop Supergravity Corrections to the Black Hole Entropy and Residual Supersymmetry"
9905029,"M-Theory and Two-Dimensional Effective Dynamics"
0112119,"Holographic Renormalization"
9904037,"Lorentz and CPT Violating Chern-Simons Term in the Formulation of Functional Integral"
9706140,"Excited states in some simple perturbed conformal field theories"
9507019,"A formula and some operators"
0001161,"Space-time uncertainty relation and Lorentz invariance"
9906089,"Massive Vector Mesons and Gauge Theory"
9411166,"Moduli Space of Asymptotically Anti-de Sitter Spacetimes in (2+1)-Dimensions"
9211063,"Topological Conformal Gravity in Four Dimensions"
9710084,"Collective Dynamics of Solitons and Inequivalent Quantizations"
9212064,"Clebch-Gordan and Racah-Wigner coefficients for $U_q(SU(1,1))$"
0004085,"On the Operator Product Expansion in Noncommutative Quantum Field Theory"
0109105,"Lorentz and CPT violations in QED : a short comment on recent controversies"
9510044,"Plugging the Gauge Fixing into the Lagrangian"
9310052,"Renormalization Group Approach to Interacting Crumpled Surfaces: The hierarchical recursion"
9901071,"Representations of Spacetime as Unitary Operation Classes or Against the Monoculture of Particle Fields"
9605039,"Quantum Liouville Field Theory as Solution of a Flow Equation"
9402135,"The Semiclassical Limit of the Two Dimensional Quantum Yang-Mills Model"
0210127,"G_2 Quivers"
9906134,"Screening and D-brane Dynamics in Finite Temperature Superstring Theory"
9412152,"``Alternative $N=(4,0)$ Superstring and $$-Models"
0112132,"Oblate, Toroidal, and Other Shapes for the Enhancon"
9509128,"Phase operator for the photon, an index theorem, and quantum anomaly"
9803021,"The Ether-world and Elementary Particles"
9611064,"Boundary Condition Changing Operators in Conformal Field Theory and Condensed Matter Physics"
9205099,"Chern-Simons Forms, Mickelsson-Faddeev Algebras and the P-Branes"
9708157,"Multidimensional Classical and Quantum Cosmology with Intersecting p-branes"
9804168,"Comments on the Background Field Method in Harmonic Superspace: Non-holomorphic Corrections in N=4 SYM"
0202079,"Realization of Brane Descent Relations in Effective Theories"
0304082,"Quantization via Star Products"
9611193,"Towards a Unified Theory of Massless Superfields of All Superspins"
9901091,"Branes at Generalized Conifolds and Toric Geometry"
0201084,"Generalized Zeta Functions and One-loop Corrections to Quantum Kink Masses"
0001206,"Self-tuning flat domain walls in 5d gravity and string theory"
0210011,"Gauged/Massive Supergravities in Diverse Dimensions"
0109106,"Fractional Supersymmetry and Infinite Dimensional Lie Algebras"
0301103,"A dual description of decoherence in de Sitter space"
0102045,"Exact Results in Noncommutative ${al N}=2$ Supersymmetric Gauge Theories"
9703039,"Relativistic Brane Scattering"
9503177,"Higher Derivatives and Canonical Formalism"
9601128,"On the Fixed-Point Structure of Scalar Fields"
0107116,"Melvin Background in Heterotic Theories"
9801088,"Unification of SU(2)xU(1) Using a Generalized Covariant Derivative and U(3)"
0204013,"N-Point Deformation of Algebraic K3 Surfaces"
0207140,"Brane collisions and braneworld cosmology"
9205082,"Simple-Current Symmetries, Rank-Level Duality, and Linear Skein Relations for Chern-Simons Graphs"
0210159,"Large scale correlations in normal and general non-Hermitian matrix ensembles"
0103053,"Is particle creation by the gravitational field consistent with energy conservation?"
9810115,"Trace anomalies and the string-inspired definition of quantum-mechanical path integrals in curved space"
9910008,"No Eigenvalue in Finite Quantum Electrodynamics"
9404170,"Canonical BRST Quantisation of Worldsheet Gravities"
9611018,"Untwisting Topological Field Theories"
0201175,"Orientifolds of SU(2)/U(1) WZW Models"
9205051,"A Multimonopole Solution in String Theory"
0012187,"Quantum BRST operators in the extended BRST-anti-BRST formalism"
0007058,"Conformal superfields and BPS states in AdS_4/7 geometries"
9309058,"Additional Symmetries of Supersymmetric KP Hierarchies"
9905017,"Nonrenormalizability of (Last Hope) D=11 Supergravity, with a Terse Survey of Divergences in Quantum Gravities"
9811193,"Novel Extension of MSSM and ``TeV Scale Coupling Unification"
9908009,"Projective resolutions of coherent sheaves and descent relations between branes"
0211054,"Perturbative and non-perturbative aspects of the two-dimensional string/Yang-Mills correspondence"
9910002,"Bifurcation of Periodic Instanton in Decay-Rate Transition"
0109078,"Scaling Lee-Yang Model on a Sphere I Partition Function"
9605219,"Reflection Matrices for Integrable $N=1$ Supersymmetric Theories"
9804111,"Matrix Models of AdS Gravity"
9406038,"Topological Invariance at Finite Temperature"
9211091,"On the bootstrap structure of Yangian-invariant factorized S-matrices"
9703015,"On Pairs of Difference Operators Satisfying: [P,Q] = Id"
9301109,"String inspired effective Lagrangian and Inflationary Universe"
9710109,"Fine-Tuning Renormalization and Two-particle States in Nonrelativistic Four-fermion Model"
9802004,"M theory and the ``integrating in method with an antisymmetric tensor"
9303150,"Charge screening in the Higgs phase of Chern-Simons electrodynamics"
0004093,"Supersymmetrizing Branes with Bulk in Five-Dimensional Supergravity"
9401043,"2(2S+1)-Component Model and its Connection with Other Field Theories"
0007202,"Absorption by Nonextremal D3-branes"
0205229,"One dimensional potentials in q space"
9503044,"Remarks on gauge vortex scattering"
9912048,"Calculating the infra-red limit of quantum field theory using analyticity of correlation functions"
0209014,"String Model with Dynamical Geometry and Torsion"
9312131,"AB and Berry phases for a quantum cloud of charge"
9609201,"Negative modes around Einstein-Yang-Mills sphalerons and black holes"
9411241,"Solutions of the Yang-Baxter Equation with Extra Non-Additive Parameters II: $U_q(gl(m|n))$}"
0303239,"Off-shell extension of S-matrix elements and tachyonic effective actions"
9811055,"Supersymmetric gauge theories in the exact renormalization group approach"
0208126,"Holography and String Dynamics in Time-dependent Backgrounds"
9708021,"On the Schild action for D=0 and D=1 strings"
9710200,"Anyon Zitterbewegung"
0011032,"Null p-Branes"
0304051,"Dilaton coupled brane-world and field trapping"
9605133,"Statistics and Quantum Group Symmetries"
9411030,"Higher covariant derivative regulators and non-multiplicative renormalization"
9603062,"Gauge Invariant Pauli-Villars Regularization of Chiral Fermions"
9211108,"KPZ Analysis for $W_3$ Gravity"
9901050,"Black holes and branes in string theory"
9502069,"GRAVITY AND GLOBAL SYMMETRIES"
9704132,"Lagrangian formulation of irreducible massive fields of arbitrary spin in 2+1 dimensions"
9611069,"Vertex functions and generalized normal-ordering by triple systems in non-linear spinor field models"
0304038,"Inhomogeneous Dark Radiation Dynamics on a de Sitter Brane"
9809077,"Hopf Structure in Nambu-Lie n-Algebras"
9401098,"Exact Duality and Nilpotent Gauging"
9504008,"The Role of the Central Element in the Quantum Algebra Underlying the Twisted XXZ Chain"
9808038,"The GS String Action on AdS_5 x S^5"
9806076,"Duality after Supersymmetry Breaking"
0204191,"Supergravity Approach to Tachyon Potential in Brane-Antibrane Systems"
9909135,"Holomorphic Analogs of Topological Gauge Theories"
9804148,"Higher-Derivative Two-Dimensional Massive Fermion Theories"
9506052,"The Moduli Space Metric for Well Separated BPS Monoples"
0203223,"Matrix Model on Z-Orbifold"
0010266,"Antifield BRST quantization of duality-symmetric Maxwell theory"
9502008,"Fermi-Bose Transmutation for Stringlike Excitations of Maxwell-Higgs Systems"
0203264,"Quantum Hall Effect in Higher Dimensions"
9405070,"Timelike Duality"
0111032,"Turning the Cosmological Constant into Black Holes"
0002040,"Thick domain walls and singular spaces"
9306060,"Separation of Variables and Exactly Soluble Time-Dependent Potentials in Quantum Mechanics"
0203062,"On Ghost Fermions"
9811025,"Monopole Dynamics from the M-Fivebrane"
9810238,"Two-Dimensional Bosonization from Variable Shifts in the Path Integral"
9705160,"Membrane tension and manifest IIB S-duality"
0207259,"Holomorphic N=1 Special Geometry of Open--Closed Type II Strings"
9503171,"Derivatives as an IR Regulator for Massless Fields"
9804097,"Duality in Non-Supersymmetric MQCD"
0212021,"Large Volume Perspective on Branes at Singularities"
0112023,"Quantum group symmetry in sine-Gordon and affine Toda field theories on the half-line"
9803072,"String Vacua with N=2 Supersymmetry in Four Dimensions"
9511013,"Anyonic Realization of the Quantum Affine Lie Algebra U_q(A_N)"
0206043,"Asymptotic Factorisation of the Ground-State for SU(N)-invariant Supersymmetric Matrix-Models"
9310148,"Algebraic connections on parallel universes"
9202074,"A Model of Three-Dimensional Lattice Gravity"
9803128,"A canonical realization of the BMS algebra"
0005214,"An Extended Abelian Chern-Simons Model and the Symplectic Projector Method"
9709196,"Gravitational Analogues of Non-linear Born Electrodynamics"
9709040,"New Type of Vector Gauge Theory from Noncommutative Geometry"
9804017,"Cluster Estimates for Modular Structures"
9907011,"Towards SO(2,10)-Invariant M-Theory: Multilagrangian Fields"
0106008,"Brane Splitting via Quantum Tunneling"
9409091,"A Measure on a Subspace of FRW Solutions and ``The Flatness Problem of Standard Cosmology"
9609145,"The Effective Prepotential of N=2 Supersymmetric SO(N_c) and Sp(N_c) Gauge Theories"
9608188,"Some Complex Quantum Manifolds and their Geometry"
0105111,"Fate of the Black String Instability"
9402050,"Scaling Dimensions of Manifestly Generally Covariant Operators in Two-Dimensional Quantum Gravity"
9606014,"W-realization of Lie algebras: application to so(4,2) and Poincare algebras"
0105272,"Classical Open-String Field Theory ; $A_{nfty}$-Algebra, Renormalization Group and Boundary States"
9711080,"M-Phenomenology"
9409193,"Hamilton Formalism in Non-Commutative Geometry"
0304035,"Semiclassical quantization of Rotating Strings in Pilch-Warner geometry"
9906030,"A non-renormalization theorem for conformal anomalies"
9411033,"The duality between $appa$-Poincare algebra and $appa$-Poincare group"
0111012,"String Theory on G_2 Manifolds Based on Gepner Construction"
9606049,"Non-Perturbative Properties of Heterotic String Vacua Compactified on ${K3imes T^2}$"
9511201,"Discrete gauge theories"
9611229,"Spin-Flavour Symmetry and Contractions Towards Classical Space-Time Symmetry"
9708129,"Virasoro amplitude from the $S^N^{24}$ orbifold sigma model"
0202082,"The beta function of N=1 SYM in Differential Renormalization"
9502139,"ON THE HIGHER-LOOP CONTRIBUTIONS TO THE AXIAL ANOMALY"
0210042,"Representations of noncommutative quantum mechanics and symmetries"
9306049,"The class of universality of integrable and isotropic GL(N) mixed magnets"
9408072,"Boundary terms in Nambu-Goto string action"
9806134,"N=1, D=10 Tensionless Superbranes I"
9809050,"Multiplicative anomaly and finite charge density"
0111132,"Localization of Fields on a Brane in Six Dimensions"
9206002,"Affine Solitons: A Relation Between Tau Functions, Dressing and Bcklund Transformations"
9904155,"Puzzles on the Duality between Heterotic and Type IIA Strings"
9408042,"Lotka--Volterra Type Equations and their Explicit Integration"
0009153,"Deforming Einsteins Gravity"
0209075,"Scalar Field Theory in the Derivative Expansion"
9602035,"Duality of N=1 Supersymmetric SO(10) Gauge Theory with Matter in the Spinorial Representation"
9505188,"New Gauge Invariant Variables for Yang-Mills Theory"
9908109,"Charged and rotating AdS black holes and their CFT duals"
9812200,"Ramond-Ramond (boundary) states"
0107175,"Stealth Branes"
9701117,"D-Branes and Twelve Dimensions"
9611112,"N=2 Supergravity and Special Geometry"
9604124,"Renormalization of the Topological Charge in Yang-Mills Theory"
9512168,"Positronium States in QED3"
9510218,"Gromov-Witten Invariants via Algebraic Geometry"
9510132,"Investigation on the Tachyonic Neutrino"
0211013,"Stacking a 4D geometry into an Einstein-Gauss-Bonnet bulk"
0212223,"Stringy Resolutions of Null Singularities"
0208159,"Generalizations of the Dirac Equation and the Modified Bargmann-Wigner Formalism"
9509079,"The heat kernel on symmetric spaces via integrating over the group of isometries"
0211089,"Maximally supersymmetric solutions of ten- and eleven-dimensional supergravities"
0107059,"Anomaly Cancellation: A Retrospective From a Modern Perspective"
0003235,"The U(1)s in the Finite N Limit of Orbifold Field Theories"
9503160,"The low energy effective Lagrangian for photon interactions in any dimension"
9609093,"Quantum Chrono-Topology of Nuclear and Sub-Nuclear Reactions"
9806212,"Renormal-order improvement of the Schwinger mass"
9206057,"Colored Vertex Models, Colored IRF Models and Invariants of Trivalent Colored Graphs"
0003013,"Vanishing Next-to-Leading Corrections to the eta-Function of the SUSY CP^{N-1} Model in Three Dimensions"
9609054,"Manifestly Gauge Covariant Treatment of Lattice Chiral Fermion"
9906091,"BKT phase transitions in two-dimensional systems with internal symmetries"
0301132,"Schwinger Pair Production in Electric and Magnetic Fields"
0102028,"Chiral gauge theories revisited"
0207055,"SL(2;R) Duality of the Noncommutative DBI Lagrangian"
9711169,"Absence of Zero Energy States in Reduced SU(N) 3d Supersymmetric Yang Mills Theory"
9608169,"Balanced Topological Field Theories"
0006173,"Vector Supersymmetry of 2D Yang-Mills Theory"
9311086,"Loop Equations for the d-dimensional n-Hermitian matrix model"
0007021,"Conformal symmetry of superstrings on $AdS_3imes S^3imes T^4$ and D1/D5 system"
0005086,"New N=2 supersymmetric gauge theories: The double tensor multiplet and its interactions"
0212146,"Observations on noncommuting coordinates and on fields depending on them"
0203032,"Analytic continuations of de Sitter thick domain wall solutions"
9911193,"Greybody factor for D3-branes in B field"
9305124,"Exact information in N=2 theories"
9412157,"Planckian Energy Scattering, Colliding Plane Gravitational Waves and Black Hole Creation"
9209089,"On Renormalization Group Flow In Matrix Model"
9807131,"Classical and quantum theories of spin"
0207110,"Ghosts as Negative Spinors"
0107228,"The first law of black brane mechanics"
0001089,"Noncommutative Super Yang-Mills Theories with 8 Supercharges and Brane Configurations"
0102054,"A gauge invariant regulator for the ERG"
0110040,"SSB of scale symmetry, fermion families and quintessence without the long-range force problem"
9205033,"Strong Antigravity Life in the Shock Wave"
0005012,"A Remark on BRST Singlets"
0205016,"Calculation of Four Point Correlation Function of Logarithmic Conformal Field Theory Using AdS/CFT Correspondence"
0204023,"A cascading N=1 Sp(2N+2M)xSp(2N) gauge theory"
0012062,"Vacuum Energy"
0203204,"Star Spectroscopy in the Constant B field Background"
9810223,"On Renormalization Group Flows and Exactly Marginal Operators in Three Dimensions"
0009061,"String Fluid from Unstable D-branes"
9408176,"The Weinberg Propagators"
9303042,"4D Quantum Gravity Coupled to Matter"
9809197,"The Algebras of Large N Matrix Mechanics"
9402087,"Schwinger-Dyson Equations and Chiral Symmetry Breaking in 2D Induced Gravity"
0109088,"Metafluid dynamics as a gauge field theory"
9710188,"Quantum Inhomogeneities in String Cosmology"
0209226,"Decapitating Tadpoles"
0202087,"Open String Star as a Continuous Moyal Product"
9708123,"USp(2k) Matrix Model: F Theory Connection"
9910036,"Thermodynamics of Spinning Branes and their Dual Field Theories"
9912136,"Gauge Invariant Variational Approach with Fermions: the Schwinger Model"
9409186,"On realizing the bosonic string as a noncritical $W_3$-string"
9708156,"Relativistic Stationary Schrodinger Equation for Many Particle System and Its Applications"
0012057,"The Hopf Algebra Structure of Connes and Kreimer in Epstein-Glaser Renormalization"
0303244,"The Quark-Meson Model and the Phase Diagram of Two-Flavour QCD"
9901082,"Quantization of Floreanini-Jackiw chiral harmonic oscillator"
9303123,"Ultraviolet Stable Fixed Point and Scaling Relations in 2+$psilon$ Dimensional Quantum Gravity"
9912056,"t Hooft tensors as Kalb-Ramond fields of generalised monopoles in all odd dimensions: d=3 and d=5"
0205163,"Off-shell Crosscap State and Orientifold Planes with Background Dilatons"
9709096,"M Theory Fivebrane Interpretation for Strong Coupling Dynamics of SO(N_c) Gauge Theories"
0009034,"Positivity of the Bondi Energy in Einstein-Maxwell Axion- Dilaton Gravity"
9502111,"One loop renormalization of the four-dimensional theory for quantum dilaton gravity"
0203009,"Crosscap states and Boundary states in D=4,N=1,type-IIB Orientifold Theories"
9804072,"Is the multiplicative anomaly relevant ?"
9708101,"Generalized Scale Invariant Gravity"
9307169,"A Closed form for Consistent Anomalies in Gauge Theories"
9705137,"On the string interpretation of M(atrix) theory"
9906119,"Low Energy Dynamics for 1/4 BPS Dyons"
9906035,"Correspondence between Minkowski and de Sitter Quantum Field Theory"
9405084,"Conformally Invariant Boundary Conditions for Dilaton Gravity"
9908181,"On spin-1 massive particles coupled to a Chern-Simons field"
9412071,"Some Results on (0,2) Z_N Orbifold Theories with Continuous Wilson Lines"
9512112,"On the Overlap Prescription for Lattice Regularization of Chiral Fermions"
0211001,"Functional relations and Bethe Ansatz for the XXZ chain"
9312100,"Unstable geodesics and topological field theory"
9905047,"Fermion masses in noncommutative geometry"
0008134,"Localization of Gravitino on a Brane"
0106159,"Star Products from Open Strings in Curved Backgrounds"
9608113,"Enhanced Gauge Symmetry in M-Theory"
0206205,"A Mean Field Approximation to the Worldsheet Model of Planar phi^3 Field Theory"
9410197,"The Vacuum in the Light-Cone Representation"
9710029,"Matrix String Theory from Brane Configuration"
0008147,"Holonomies, anomalies and the Fefferman-Graham ambiguity in AdS3 gravity"
9410221,"Fermionic Coset Realization of the Critical Ising Model"
9601045,"QED(1+1) at Finite Temperature -- a Study with Light-Cone Quantisation"
9711140,"Conserved Charges and Supersymmetry in Principal Chiral Models"
9603171,"Universal scheme of minimal reduction of usual and dual N=1,D=10 supergravity to the Minkowsky space"
9703120,"Multiflavor Massive Schwinger Model With Non-Abelian Bosonization"
9306149,"Finite-dimensional representations of the quantum superalgebra $U_q[gl(n/m)]$ and related q-identities"
0106269,"Topological Z_{N+1} Charges on Fuzzy Sphere"
9808169,"Logarithmic Conformal Field Theory and Seiberg-Witten Models"
9709028,"Non-integrable aspects of the multi-frequency Sine-Gordon model"
9505132,"Dilaton Gravity Coupled to a Nonlinear Sigma Model in $2+psilon$ Dimensions"
9401020,"Instantons for Vacuum Decay at Finite Temperature in the Thin Wall Limit"
0209158,"Cosmological Evolution of Brane World Moduli"
0212113,"Black Crunch"
9612080,"Gauge-Invariant and Gauge-Fixed D-Brane Actions"
9601004,"An Extreme Black Hole with Electric Dipole Moment"
9611148,"The Discrete Symmetry of the N=2 Supersymmetric Modified NLS Hierarchy"
0008031,"General Low Energy Dynamics of Supersymmetric Monopoles"
0207121,"On the Representation Theory of Negative Spin"
0207203,"Old Puzzles"
9605141,"Algebraic Bethe ansatz approach for the one-dimensional Hubbard model"
9503080,"Using Functional Methods to Compute Quantum Effects in the Liouville Model"
9907038,"Orientifolds, RG Flows, and Closed String Tachyons"
9712098,"Renormalization group flow for Yang-Mills fields interacting with matter"
9311062,"On a `universal class of WZW-type conformal models"
9601118,"Rotating Dyonic Black Holes in Heterotic String Theory"
9704043,"Type IIA Superstrings, Chiral Symmetry, and N=1 4D Gauge Theory Dualities"
9809082,"Cosmological Supergravity from a Massive Superparticle and Super Cosmological Black Holes"
0104250,"Noncommutative field theory in formalism of first quantization"
9305061,"2D String Theory Coupled to Quantum Gravity"
9308070,"On Coarse-grained Entropy and Stimulated Emission in Curved Space-Time"
9706177,"Strings and matrix models on genus g Riemann Surfaces"
9405129,"Tunneling Through Sphalerons: The O(3) Sigma-Model on a Cylinder"
9603008,"Higher-genus corrections to black-string solution"
0112219,"D-brane Bound States from Charged Macroscopic Strings"
9405184,"Infrared Behaviour, sources and the Schwinger action principle"
9512072,"Planar Superconductivity via Kosterlitz-Thouless mechanism"
0002165,"Superstrings, Gauge Fields and Black Holes"
9711071,"A Technique for Calculating Quantum Corrections to Solitons"
