paperId:ID(Paper),title
9709102,"Chern-Simons Field Theory and Generalizations of Anyons"
9904204,"Finiteness of 2D Topological BF-Theory with Matter Coupling"
0204069,"Large N"
9907127,"Magnetic Monopoles, Vortices and the Topology of Gauge Fields"
9704175,"Solving the Graceful Exit Problem in Superstring Cosmology"
9307076,"Ternary Codes and $Z_3$-Orbifold Constructions of Conformal Field Theories"
9208036,"Gravitationally Collapsing Dust in $(2+1)$ Dimensions"
0003156,"Duality, Equivalence, Mass and The Quest For The Vacuum"
9802014,"Non-Abelian Bosonization and Haldanes Conjecture"
9304022,"The Geodesic Motion on Generalized Taub-Nut Gravitational Instantons"
9811131,"On the Gauge Theory/Geometry Correspondence"
9201031,"New Solutions to the Yang--Baxter Equation from Two--Dimensional Representations of $U_q(sl(2))$ at Roots of Unit"
9704117,"Toward Second-Quantization of D5-Brane"
9901105,"Non-perturbative membrane spin-orbit couplings in M/IIA theory"
9411238,"The $eta$-function answer to parity violation in three dimensional gauge theories"
0008227,"A Solvable Toy Model for Tachyon Condensation in String Field Theory"
9408092,"Conserved charges and soliton solutions in affine Toda theory"
9204060,"Landau-Ginzburg String Vacua"
0003111,"Fermionic realisations of simple Lie algebras"
9207022,"Phase diagram and two-particle structure of the $Z_3$-chiral Potts model"
0010001,"Morita Equivalence and Interpolation of The Dirac-Born-infeld Theory on the Non-Commutative Torus"
0212036,"The radion and the perturbative metric in RS1"
9303161,"Multi-Colour Braid-Monoid Algebras"
9910142,"Use of Physical Variables in the Chern-Simons Theories"
9309159,"A theory of tensor products for module categories for a vertex operator algebra, II"
9809031,"Boundary-Value Problems for the Squared Laplace Operator"
9610187,"Two-toroidal Lie Algebra as Current Algebra of Four-dimensional Khler WZW Model"
9406214,"The Supersymmetric Two Boson Hierarchies"
9308028,"Zeta-Function Regularization is Uniquely Defined and Well"
9710111,"Quasi exactly solvable matrix models in sl(n)"
0302191,"Small Instantons, Little Strings and Free Fermions"
0212334,"Varying Fine Structure Constant and Black Hole Physics"
9712137,"The nonminimal scalar multiplet coupled to supersymmetric Yang-Mills"
9511107,"Self-Avoiding Random Manifolds"
0303173,"Massive IIA String Theory and Matrix Theory Compactification"
9610202,"A Quantum Gauge Group Approach to the 2D SU(n) WZNW Model"
9411223,"Gauge Field Theories on Riemann Surfaces"
9803130,"Nonperturbative SUSY Correlators at Finite Temperature"
0202191,"Dynamical Aspects on Duality between SYM and NCOS from D2-F1 Bound State"
9211005,"Line Bundles Over Families of (SUPER) Riemann Surfaces I: The Non-Graded Case"
9303106,"Axion-Dilaton Black Holes"
0101106,"Thermodynamic Bethe ansatz and form factors for the homogeneous sine-Gordon models"
0003282,"Quantum Inconsistency of Einstein Supergravity"
9905090,"Out of Equilibrium Quantum Field Theory --- Perturbation Theory and Generalized Boltzmann Equation"
9904129,"Non-threshold (F, Dp) bound states"
0202008,"Thermality in de Sitter and Holography"
9411094,"On the Local Equilibrium Condition"
0108036,"Quantum corrections for BTZ black hole via 2D reduced model"
9711146,"Form Factors, Thermal States and Modular Structures"
9707100,"Different Approaches for Bosonization in Higher Dimensions"
9503023,"Heat-kernel coefficients of the Laplace operator on the D-dimensional ball"
0210154,"Integrability and Conformal Symmetry in Higher Dimensions: A Model with Exact Hopfion Solutions"
9609124,"WZW fusion rings in the limit of infinite level"
0107073,"Borel convergence of the variationally improved mass expansion and dynamical symmetry breaking"
9409001,"Geometrical formulation for the Siegel superparticle}"
0107080,"Correspondence principle in quantum gravity"
9307031,"Fusion Algebras of Fermionic Rational Conformal Field Theories via a Generalized Verlinde Formula"
0009169,"String cosmology coupled to Weyl-integrable geometry"
9901042,"K-Theory, Reality, and Orientifolds"
0206211,"Kustaanheimo-Stiefel transformation and static zero modes of Dirac operator"
0205270,"Conformal fields in the pp-wave limit"
0103231,"Precursors, black holes, and a locality bound"
0301196,"N=1 SUSY inspired Whitham prepotentials and WDVV"
0212043,"BRST quantization of Matrix Chern-Simons Theory"
9403123,"Resolution of Orbifold Singularities in String Theory"
0107096,"Exact amplitudes in four dimensional non-critical string theories"
9410207,"Diff invariant Poincare transformations as deformation of Poincare algebra"
0003055,"Wilson Loops in N=4 Supersymmetric Yang--Mills Theory"
9801126,"Lagrangian Symmetries of Chern-Simons Theories"
0302195,"Lectures on Two-Dimensional Noncommutative Gauge Theory 1 Classical Aspects"
9908166,"Dbrane Phase Transitions and Monodromy in K-theory"
0007215,"Supergravity and Light-Like Non-commutativity"
9607111,"A Note on the Stability of Quantum Supermembranes"
0203035,"Non-factorisable metrics and Gauss--Bonnet terms in higher dimensions"
9607209,"New index formulas as a meromorphic generalization of the Chern-Gauss-Bonnet theorem"
9303140,"Tachyon Back Reaction on $d = 2$ String Black Hole"
9309068,"The Kosterlitz-Thouless Phenomenon on a Fluid Random Surface"
9704109,"Extra Dimensions in Superstring Theory"
0001105,"T-duality of non-commutative gauge theories"
0010275,"One-loop four-point function in noncommutative {al N}=4 Yang-Mills theory"
0108054,"A non-reductive N=4 superconformal algebra"
0106140,"Consistency Conditions for Brane Worlds in Arbitrary Dimensions"
9305140,"A symplectic structure for the space of quantum field theories"
9612176,"Self-duality in Generalized Lorentz Superspaces"
9804149,"Three Brane Action and The Correspondence Between N=4 Yang Mills Theory and Anti De Sitter Space"
9802178,"A smooth massless limit for supersymmetric QCD"
9703138,"Remarks on the Classical Size of D-Branes"
0006006,"Quantum Mechanics on the Hypercube"
0002179,"Casimir Effect in Background of Static Domain Wall"
0009252,"Tachyon condensation in unstable type I D-brane systems"
0003024,"Asymmetric Orbifolds, Noncommutative Geometry and Type I String Vacua"
0003183,"Renormalization Group Flows on D3 branes at an Orbifolded Conifold"
9405009,"Self-adjoint Extension Approach to the spin-1/2 Aharonov-Bohm-Coulomb Problem"
9707151,"New Fundamental Symmetries of Integrable Systems and Partial Bethe Ansatz"
9508027,"Non-Hermitian quantum canonical variables and the generalized ladder operators"
9907157,"Non-BPS String Junctions and Dyons in N=4 Super-Yang-Mills"
9807106,"Schroedinger Representation of CP(N) Model for Large N"
9207110,"Relativistic Rigid Particles: Classical Tachyons and Quantum Anomalies"
9707088,"The Initial Value Problem For Maximally Non-Local Actions"
9710008,"A N-extended version of superalgebras in D=3,9 mod 8"
9210053,"On the Landau-Ginzburg description of $(A_1^{(1)})^{plus N}$ invariants"
9511019,"Special geometry and perturbative analysis of $N=2$ heterotic vacua"
9902205,"The Ruijsenaars-Schneider Model in the Context of Seiberg-Witten Theory"
9608009,"Soliton equations and the zero curvature condition in noncommutative geometry"
9607241,"$Z_3$-graded analogues of Clifford algebras and generalization of supersymmetry"
0005073,"Stringy Fuzziness as the Custodian of Time-Space Noncommutativity"
0202085,"The paradigm of the area law and the structure of transversal and longitudinal lightfront degrees of freedom"
9310073,"Multi-String Solutions by Soliton Methods in De Sitter Spacetime"
9301021,"Positive Energy Theorem and Supersymmetry in Exactly Solvable Quantum-Corrected 2D Dilaton-Gravity"
0106199,"Duality equivalence between nonlinear self-dual and topologically massive models"
0208083,"Black-brane solution for A_3 algebra"
9607161,"Dictionary on Lie Superalgebras"
0209206,"Loop-Effects in Pseudo-Supersymmetry"
9211038,"Renormalization Theory for Interacting Crumpled Manifolds"
9705177,"Gap equation in scalar field theory at finite temperature"
0205097,"Non-maximally symmetric D-branes on group manifold in the Lagrangian approach"
0105027,"Quenched, Minisuperspace, Bosonic p-brane Propagator"
0206227,"Phases of bosonic strings and two dimensional gauge theories"
0302091,"Uniqueness Theorem of Static Degenerate and Non-degenerate Charged Black Holes in Higher Dimensions"
9512221,"$N=2$ chiral WZNW model in superspace"
0303160,"Four Lectures On The Gauge/Gravity Correspondence"
9911068,"TASI Lectures on Matrix Theory"
9509150,"Canonical Partition Functions for Parastatistical Systems of any order"
9802071,"Parity breaking in 2+1 dimensions and finite temperature"
0207142,"BUSSTEPP Lectures on String Theory"
0003230,"3-point functions of universal scalars in maximal SCFTs at large N"
0106160,"N=2 Gauge Theories from Wrapped Five-branes"
0003260,"Symplectic Symmetry of the Neutrino Mass and the See-Saw Mechanism"
9912037,"On The Varying Speed of Light in a Brane-Induced FRW Universe"
0107083,"Spectral geometry for strings and branes"
9612204,"Superstring dualities and p-brane bound states"
9401159,"Remarks on geometric entropy"
9509153,"Non-Linear Sigma Models on a Half Plane"
0301141,"Weak decay of swirling protons and other processes"
9908004,"Dynamics of D-brane Black Holes"
9712207,"Free strings in non-critical dimensions"
0303187,"Reflection-Transmission Algebras"
9211028,"On the Gupta-Bleuler Quantization of the Hamiltonian Systems with Anomalies"
0103200,"Discrete Symmetries and Localization in a Brane-world"
0203176,"Quantum Stabilization of Compact Space by Extra Fuzzy Space"
9811099,"Discrete symmetry breaking and restoration at finite temperature in 3D Gross-Neveu model"
9511113,"QCD Pressure at Two Loops in the Temporal Gauge"
9709131,"The reduced covariant phase space quantization of the three dimensional Nambu-Goto string"
9609165,"Coset Models and Differential Geometry"
9910057,"Domain walls junctions from a distance"
0012036,"Generalized geometries and kinematics for Quantum Gravity"
9404137,"The Advantage of a Multi-User Mode"
9905215,"Effective Theory of QCD"
9511178,"Duality Symmetries in String Theory"
9403067,"Finite Quantum Physics and Noncommutative Geometry"
9404174,"Multiple Ising Spins Coupled to 2d Quantum Gravity"
9707168,"On the Zero-Point Energy of a Conducting Spherical Shell"
9408036,"On the Geometry of Moduli Space of Vacua in N=2 Supersymmetric Yang-Mills Theory"
9411080,"Nonabelian Gauge Theories: The Causal Approach"
9708034,"M(embrane) theory on $T^9$"
9706153,"Towards the Classification of Non-Marginal Bound States of M-branes and Their Construction Rules"
0005084,"Distribution of instanton sizes in a simplified instanton gas model"
9801079,"General Solution of 7D Octonionic Top Equation"
9603033,"N=1 Heterotic/M-theory Duality and Joyce Manifolds"
9808143,"The Large N Limit of ${al N}=1$ Field Theories from F Theory"
9311014,"Mirror Symmetry for Hypersurfaces in Weighted Projective Space and Topological Couplings"
9508126,"The complete structure of the $WG_2$ algebra and its BRST quantization"
9802113,"Effective Average Action in N=1 Super-Yang-Mills Theory"
0010186,"Cosmology on a Brane in Minkowski Bulk"
9903158,"Symplectic reduction of p-form electrodynamics"
0304041,"Perturbative Evaluation of Interacting Scalar Fields on a Curved Manifold with Boundary"
9403019,"Tests of Integrability of the Supersymmetric Nonlinear Schrodinger Equation"
9809211,"Heat Kernel Coefficients for Chern-Simons Boundary Conditions in QED"
0302081,"Twisted K-Theory from Monodromies"
9310138,"Symplectic Manifolds, Coherent States and Semiclassical Approximation"
0002185,"Large and small Density Approximations to the thermodynamic Bethe Ansatz"
9901087,"Thermodynamics and Statistical Mechanics of Induced Liouville Gravity"
0009041,"Flow equation for Halpern-Huang directions of scalar O(N) models"
9202092,"Strings on Curved Spacetimes: Black Holes, Torsion, and Duality"
9306159,"Helicity in Classical Electrodynamics and Turbulence"
9411070,"Deformation of infinite dimensional differential graded Lie algebras"
9802104,"A Remark on the Geometry of Two-Dimensional Anisotropic Non-Linear Sigma-Models"
9403186,"Exact Four-Dimensional Dyonic Black Holes and Bertotti-Robinson Spacetimes in String Theory"
9507052,"Symplectic Quantization of the CP$^1$ Model with the Chern-Simons Term"
0104196,"Linear and nonlinear realizations of superbranes"
9706091,"Free Field Realizations of Affine Current Superalgebras, Screening Currents and Primary Fields"
9402048,"Standard Model in Differential Geometry on Discrete Space M4*Z3"
9209073,"Reidemeister torsion, the Alexander polynomial and $U(1,1)$ Chern-Simons theory"
9810186,"Large N QCD from Rotating Branes"
9907031,"The spectrum of a transfer matrix for loops"
0208132,"Inequivalent Quantizations of the Rational Calogero Model"
9911182,"Propagators for massive symmetric tensor and p-forms in AdS(d+1)"
9504071,"Extended Gauge Invariance in Geometrical Particle Models and the Geometry of W-Symmetry"
0301060,"On Problems of the Lagrangian Quantization of W3-gravity"
9503113,"Moduli Inflation from Dynamical Supersymmetry Breaking"
9907090,"Quantum 1/4 BPS Dyons"
0105083,"A note on half-supersymmetric bound states in M-theory and type IIA"
0011101,"Landau-Ginzburg Description of D-branes on ALE Spaces"
9910218,"Integrable Quantum Field Theories with Unstable Particles"
0011160,"A power law for the lowest eigenvalue in localized massive gravity"
0212068,"Principle of Indistinguishability and equations of motion for particles with spin"
0106158,"String Driven Cosmology and its Predictions"
0101214,"Brane-worlds in 5d supergravity"
0106211,"Poisson-Lie Duality in the String Effective Action"
9410073,"Higher-dimensional resolution of dilatonic black hole singularities"
0206225,"Calculation of the Observationally Small Cosmological Constant in the Model of Six-Dimensional Warped Brane-Bolt World"
9803154,"On the Low-Energy Effective Action of N=2 Supersymmetric Yang-Mills Theory"
0004166,"Cosmological dynamics on the brane"
9704199,"Absorption of fixed scalar in scattering off 4D N=4 black holes"
9911019,"String theory predictions for future accelerators"
0103105,"Multi-Field Generalisations of the Klein-Gordon Theory associated with p-Branes"
0108235,"Superfield representations of superconformal groups"
0102036,"The Dn Ruijsenaars-Schneider model"
9807043,"Zero-point energy of massless scalar fields in the presence of soft and semihard boundaries in D dimensions"
0009229,"Parafermion Hall states from coset projections of abelian conformal theories"
9701022,"The Maxwell-Bloch Theory in Quantum Optics and the Kondo Model"
9810121,"The Measure from Schwinger-Dyson Equations"
0111152,"Functional Callan-Symanzik equation for QED"
9701062,"Form Factors of Exponential Operators and Exact Wave Function Renormalization Constant in the Bullough-Dodd Model"
0204108,"A New Supersymmetric Extension of Conformal Mechanics"
9705125,"On The Planar Yang-Mills Theory"
0212326,"Classical Geometry of De Sitter Spacetime : An Introductory Review"
9403110,"On Automorphisms and Universal R-Matrices at Roots of Unity"
9603197,"Geometrical Interpretation of BRST Symmetry in Topological Yang-Mills-Higgs Theory"
0012005,"Path Integral Quantization of Dual Abelian Gauge Theory"
0004133,"General Properties of the Self-tuning Domain Wall Approach to the Cosmological Constant Problem"
9908024,"Back-Reaction to Dilaton-Driven Inflation"
0302122,"Strings and Noncommutativity"
9905186,"On the construction of local fields in the bulk of AdS_5 and other spaces"
9312020,"Infinite Charge Algebra of Gravitational Instantons"
9407034,"On the Schwinger-Dyson Equations for a Vertex Model Coupled to 2D Gravity"
9410227,"Distance Formula for Grassmann Manifold --Applied to Anandan--Aharonov Type Uncertainty Relation--"
9803080,"Dynamical Behavior of the BTZ Black Hole"
9208034,"Einstein Gravity in 2+1 Dimensions from a Gauge Model with Symmetry Breaking"
0109051,"On the Berkovits Covariant Quantization of GS Superstring"
9206052,"Staircase Models from Affine Toda Field Theory"
0102020,"SDLCQ and String/Field Theory Correspondences"
0103116,"Fully Off-shell Effective Action and its Supersymmetry in Matrix Theory"
9507159,"Critical equation of state from the average action"
9610169,"Derivation of theories: structures of the derived system in terms of those of the original system in classical mechanics"
9406216,"Low energy effective string cosmology"
9711152,"Path integrals on a flux cone"
9708012,"D-brane Actions on Kahler Manifolds"
9307074,"All-Order Quantum Gravity in Two Dimensions"
9202025,"BRST Field Theory of Relativistic Particles"
9410237,"An Introduction to T-Duality in String Theory"
0112154,"An Exact Holographic RG Flow Between 2d Conformal Fixed Points"
9203062,"A note on the KP hierarchy"
0005079,"A Class of Anomaly-Free Gauge Theories"
0108044,"Boundary WZW, G/H, G/G and CS theories"
0304167,"Sphalerons, spectral flow, and anomalies"
0010201,"Deconfining Phase Transition in 2+1 D: the Georgi-Glashow Model"
9903091,"D3-brane - D-instanton configuration and N=4 super YM theory in constant self-dual background"
0106112,"Eternal Black Holes in AdS"
0203211,"Rolling Tachyon"
9405054,"Algebraic and geometric aspects of generalized quantum dynamics"
0004028,"The Fate of the Radion in Models with Metastable Graviton"
9805106,"Calogero-Moser Models: A New Formulation"
0005054,"The c-Functions of Noncommutative Yang-Mills Theory from Holography"
0207128,"Magnetic Branes in d-dimensional AdS Einstein-Maxwell Gravity"
0001098,"Electromagnetic dipole radiation of oscillating D-branes"
9808076,"Manifestly covariant action for symmetric Chern-Simons field theory"
9809059,"BTZ black hole and quantum Hall effect in the bulk/boundary dynamics"
9209007,"BRST-anti-BRST Antifield formalism : The Example of the Freedman-Townsend Model"
9604135,"Runaway Collapse of Witten Vortex Loops"
0304076,"Entropy Corrections for Schwarzschild and Reissner-Nordstrm Black Holes"
9902156,"6D black string as a model of the AdS/CFT correspondence"
9810053,"Large N Strong/Weak Coupling Phase Transition and the Correspondence Principle"
0207131,"A Note on Perturbative and Nonperturbative Instabilities of Twisted Circles"
0006063,"Entropy and String Black Hole Correspondence"
9708145,"Boundary S Matrix for the XXZ Chain"
0001012,"Boundary Liouville Field Theory I Boundary State and Boundary Two-point Function"
0108109,"Simple Brane World Scenario with Positive Five Dimensional Cosmological Constant"
0007185,"Heat Kernel Expansions for Distributional Backgrounds"
9408065,"Global Aspects of the WZNW Reduction to Toda Theories"
0111227,"BRST Properties of New Superstring States"
9203060,"Classical Scattering in $1+1$ Dimensional String Theory"
9909079,"Mixed Branes at Angle in Compact Spacetime"
9307171,"String Unification and Threshold Corrections"
9510034,"Duality and Restoration of Manifest Supersymmetry"
9310109,"Minimum Uncertainty, Coherence and Squeezing in Diffusion Processes, and Stochastic Quantization"
9405031,"Anisotropic Solutions For Orbifold Moduli From Duality Invariant Gaugino Condensates"
9610122,"Grassmannian and string theory"
9407198,"A truly marginal deformation of SL(2,R) in a null direction"
9703079,"Principles of Discrete Time Mechanics: I Particle Systems"
0202166,"Linearized gravity in flat braneworlds with anisotropic brane tension"
9602114,"Compactifications of F-Theory on Calabi--Yau Threefolds -- I"
9506139,"Exact Results for the Supersymmetric $G_2$ Gauge Theories"
9612250,"Gauge Independence in terms of the Functional Integral"
9306082,"Mass vs Charge: Quantum Radiation from Zero Temperature Black Holes"
9606020,"Effective Bosonic Degrees of Freedom for One-Flavour Chromodynamics"
9812247,"Spectral determinants for Schroedinger equation and Q-operators of Conformal Field Theory"
0002033,"Quintessence in brane cosmology"
9906164,"Gravitating dyons and dyonic black holes in Einstein-Born-Infeld-Higgs model"
9903006,"Consistent sigma-models in N=1 supergravity"
0012259,"Solitons on compact and noncompact spaces in large noncommutativity"
9608196,"Restoring Reality for the Self-Dual N=2 String"
0202052,"Cardy-Verlinde Formula and asymptotically flat rotating Charged black holes"
0006039,"Exact solutions of an elliptic Calogero--Sutherland model"
0110205,"Measurability of Wilson loop operators"
9307006,"Bosonization of $QED_3$ with an induced Chern - Simons term"
9507034,"Anyon trajectories and the systematics of the three-anyon spectrum"
9611123,"Uniqueness of the Seiberg-Witten Effective Lagrangian"
9804130,"Topological field theory and the quantum double of SU(2)"
9310081,"SCHRdinger Invariance and Strongly Anisotropic Critical Systems"
0301241,"Odd coset quantum mechanics"
9707120,"Multiscale N=2 SUSY field theories, integrable systems and their stringy/brane origin -- I"
0204082,"Finite Temperature Induced Fermion Number In The Nonlinear sigma Model In (2+1) Dimensions"
9503105,"A TOPOLOGICAL LAGRANGIAN FOR MONOPOLES ON FOUR-MANIFOLDS"
0101198,"Self-gravity of Brane Worlds: A New Hierarchy Twist"
9401112,"q-Euclidean space and quantum group wick rotation by twisting"
0210236,"Interaction of global and local monopoles"
9606106,"Black Hole Horizon Fluctuations"
0204148,"TFT construction of RCFT correlators I: Partition functions"
0001035,"Super-Poincare Covariant Quantization of the Superstring"
9506073,"Two-Form Gravity and the Generation of Space-Time"
9210056,"Simple Approach to Thermal Bethe Ansatz"
9709203,"Reducible Connections in Massless Topological QCD and 4-manifolds"
9312139,"Representations of q-Minkowski space algebra"
9712113,"A special irreducible matrix representation of the real Clifford algebra C(3,1)"
0106109,"Quantum Gravity In De Sitter Space"
0106096,"Closed Strings from SO(8) Yang-Mills Instantons"
0005055,"Anti-Periodic Boundary Conditions in Supersymmetric DLCQ"
0005279,"Feynman diagrams and polylogarithms: shuffles and pentagons"
9210113,"Regularization and Renormalization of Chern-Simons Theory"
0007122,"Deformed fields and Moyal construction of deformed super Virasoro algebra"
9503208,"Stable Singularities in String Theory"
0012207,"Response of an electron system to a periodic potential"
9904178,"Electroweak Vacuum Geometry"
9811021,"Massive String Theories From M-Theory and F-Theory"
9611168,"Algebraic characterization of gauge anomalies on a nontrivial bundle"
9209074,"Pair Correlator in the Itzykson-Zuber Integral"
9508063,"An Investigation of Singular Lagrangians as Field Systems"
9607043,"Stationary BPS solutions to dilaton-axion gravity"
0008141,"Supergravity and Worldvolume Physics in the Dual Description of $=1^*$ Theory"
0212083,"Generalized Yukawa couplings and Matrix Models"
9801086,"Topological chiral symmetry breaking in SUSY NJL in curved space-time"
9604064,"Quantum Naked Singularities in 2d Dilaton Gravity"
9206097,"The regularized BRST Jacobian of pure Yang-Mills theory"
9903137,"The SO(N) principal chiral field on a half-line"
0009139,"TASI Lectures: Introduction to the AdS/CFT Correspondence"
9708142,"Black Holes in String Theory"
9707027,"Branes, Geometry and N=1 Duality with Product Gauge Groups of SO and Sp"
0109048,"Integrable Structure of the Dirichlet Boundary Problem in Two Dimensions"
9502046,"An Example of Higher Weight Superpotential Interaction in the Heterotic String on Orbifolds"
9501113,"SUPERSTRINGS AND SUPERMEMBRANES IN THE DOUBLY SUPERSYMMETRIC GEOMETRICAL APPROACH"
0210071,"The correlation functions of the D_6 conformal model"
0002060,"Self-Duality beyond Chiral p-Form Actions"
9603122,"Self-dual Gauged $CP^N$ Models"
0003070,"Two-loop Yang-Mills theory in the world-line formalism and an Euler-Heisenberg type action"
9909081,"D-brane Physics and Noncommutative Yang-Mills Theory"
9509093,"Entropy and topology for manifolds with boundaries"
9603204,"Anomaly free U(1) chiral gauge theories on a two dimensional torus"
9703024,"Construction of supercharges for the one-dimensional supersymmetric nonlinear sigma model"
9707011,"Eleven Dimensions from the Massive D-2-brane"
9804116,"Quasi-Supersymmetry in Top Sector of the Standard Model"
9804087,"Wess-Zumino actions for IIA D-branes and their supersymmetries"
9812185,"Consistency Conditions of the Faddeev-Niemi-Periwal Ansatz for the SU(N) Gauge Field"
9812156,"The wave function of the universe and spontaneaus breaking of supersymmetry"
0103208,"Higher Spin Conformal Symmetry for Matter Fields in 2+1 Dimensions"
9406028,"Tachyon Effects on the 2-Dim Black Hole Geometry"
0105191,"Noncommutative Differential Calculus for D-brane in Non-Constant B Field Background"
9308128,"A Ten-Dimensional Super-Yang-Mills Action with Off-Shell Supersymmetry"
0012072,"The Kaluza-Klein Melvin Solution in M-theory"
9405175,"From N=2 Supergravity to Constrained Moduli Spaces"
0111167,"Gravitational field around a screwed superconducting cosmic string in scalar-tensor theories"
0111103,"Exact String Solutions and the Open String - D-Brane System in Non-Constant Background Fields I"
9212015,"Spectra of Conformal Turbulence"
0202206,"On the Strong Coupling Dynamics of heterotic string theory on C^3/Z_3"
0108111,"Perturbative Equivalent Theorem in q-Deformed Dynamics"
9305002,"Quantum Mechanical Interaction-Free Measurements"
9411190,"Relevant Perturbations of the SU(1,1)/U(1) Coset"
9503096,"Composite Gauge fields and Broken Symmetries"
9909047,"The Supergravity Dual of N=1 Super Yang-Mills Theory"
9604076,"Effective Field Theory of pure Gravity and the Renormalization Group"
9607019,"An Orientifold from F Theory"
9611196,"Boundary Superpotentials"
9605051,"Near-BPS-Saturated Rotating Electrically Charged Black Holes as String States"
9507107,"Generalized quantum mechanics of nonabelian gauge theories"
9412239,"Light-Front Dynamics of Chern-Simons Systems"
0203232,"One Loop Calculations in Gauge Theories Regulated on an $x^+$-$p^+$ Lattice"
0009043,"Nonperturbative Aspect In N=2 Supersymmetric Noncommutative Yang-Mills Theory"
0304055,"Scalar and spinning particles in a plane wave field"
0001129,"Algebraic Quantum Field Theory, Perturbation Theory, and the Loop Expansion"
9305136,"Finite Dimensional Representations of the Quantum Superalgebra $U_q[gl(3/2)]$ in a Reduced $U_q[gl(3/2)] upset U_q[gl(3/1)] upset U_q[gl(3)]$ Basis"
9802171,"Massless picture, massive picture, and symmetry in the Gaussian renormalization group"
9811151,"Polchinski ERG equation and 2D scalar field theory"
9509145,"Duality Symmetries and the Type II String Effective Action"
9812040,"Renormalizability of Nonrenormalizable Field Theories"
9407193,"(3+1)-Dimensional Schwinger Terms and Non-commutative Geometry"
9909036,"Low Energy String: An Aristotelian Top ?"
0008205,"*-TREK: The One-Loop N=4 Noncommutative SYM Action"
9604188,"BF Topological Theories and Infinitely Reducible Systems"
0109099,"Brane worlds with bolts"
9512215,"BRST Quantization of Gauge Theory in Noncommutative Geometry: Matrix Derivative Approach"
0111128,"R^4 corrections to conifolds and G_2 holonomy metrics"
9406029,"Back Reaction of Strings in Self-Consistent String Cosmology"
9612043,"Some chiral rings of N=2 discrete superconformal series induced by SL(2) degenerate conformal field theories"
9210092,"A Natural Mechanism for Supersymmetry Breaking with Zero Cosmological Constant (Minor corrections of some formulae, no substantial change)"
9310182,"Classification of Non-Abelian Chern-Simons Vortices"
9810048,"Path-integral formulation of backward and umklapp scattering for 1d spinless fermions"
0204168,"Strings in a Time-Dependent Orbifold"
0101007,"Gauging of N=2 Supergravity Hypermultiplet and Novel Renormalization Group Flows"
0005107,"Renormalization group irreversible functions in more than two dimensions"
9712034,"Black-Scholes equation from Gauge Theory of Arbitrage"
9311164,"Hot Gauge Theories and $Z_{N}$ Phases"
9201032,"The thermodynamic Bethe ansatz for deformed W$A_{N-1}$ conformal field theories"
0104136,"Fluxbranes in String Theory"
0205278,"Is gravity an intrinsically quantum phenomenon? Dynamics of Gravity from the Entropy of Spacetime and the Principle of Equivalence"
9510085,"Calculation of the Aharonov-Bohm wave function"
9605068,"The Path Integral for the Loop Representation of Lattice Gauge Theories"
9704066,"Nonelectromagnetic duality in twisted N=4 model"
9901128,"Multi-Instanton Calculus and the AdS/CFT Correspondence in N=4 Superconformal Field Theory"
0103069,"Remarks on Time-Space Noncommutative Field Theories"
0212003,"Instanton-induced scalar potential for the universal hypermultiplet"
0004080,"On the stringy nature of winding modes in noncommutative thermal field theories"
9706010,"The Absence of Fermionic Superradiance (A Simple Demonstration)"
9902085,"The Complex of Solutions of the Nested Bethe Ansatz The A_2 Spin Chain"
0208082,"Gauge and Non-Gauge Tensor Multiplets in 5D Conformal Supergravity"
9610085,"Recent developments in non-perturbative quantum field theory"
0111034,"Observables as Twist Anomaly in Vacuum String Field Theory"
0110249,"Quantum Field Dynamics in a Uniform Magnetic Field: Description using Fields in Oblique Phase Space"
0006165,"AdS Box Graphs, Unitarity and Operator Product Expansions"
0301124,"Radiative corrections to the Chern-Simons term at finite temperature in the noncommutative Chern-Simons-Higgs model"
0005013,"Moving Domain Walls in $AdS_5$ and Graceful Exit from Inflation"
0107057,"N=2 Gauge theories on systems of fractional D3/D7 branes"
0110055,"Strings, Branes and Extra Dimensions"
9206054,"On the amplitudes for non-critical n=2 supuerstrings"
0201270,"Curved BPS domain walls and RG flow in five dimensions"
9304065,"On a generalised bootstrap principle"
9702031,"Non-perturbative Enhanced Gauge Symmetries in the Gimon-Polchinski Orientifold"
9210156,"Quantizing Effective Strings"
0110203,"On Low-Energy Effective Action of Noncommutative Hypermultiplet Model"
9704054,"A case for 14 dimensions"
9902037,"Local D=4 Field Theory on $appa$--Deformed Minkowski Space"
0206005,"Three-point functions in N=4 Yang-Mills theory and pp-waves"
9709014,"The Self-Dual String Soliton"
9910040,"Holographic Stress Tensors for Kerr-AdS Black Holes"
0202189,"Unstable Horizons"
9402015,"A renormalization group approach to Hamiltonian light-front field theory"
9804032,"On off-shell bosonic string amplitudes"
9908178,"Aspects of Duality and Confining Strings"
0302176,"On the invariant measure for the Yang-Mills configuration space in (3+1) dimensions"
9808184,"The massless gravitino and the AdS/CFT correspondence"
9710082,"Supersymmetric Yang-Mills, octonionic instantons and triholomorphic curves"
9506013,"Effective Topological Theory for Gravitational Anyon Scatterings at Ultra-High Energies"
0104160,"Casimir stress on parallel plates in de Sitter space"
9603076,"Comment on the ``$heta$-term renormalization in the (2+1)-dimensional $CP^{N-1}$ model with $heta$ term"
9203039,"Black Holes from Non-Abelian Toda Theories"
